,User ID,Age (yrs),Gender,Country,Social Media Platform Used,Total Time Spent on the Platform (mins),Number of Logging In Sessions,Video Category,Time Spent On Video (mins),Videos Watched Count,Time of Day Usage Frequency,Impact on Productivity,User's Satisfaction with Platform,Video Motivation,Primary Device of Use,Perceived Self Control Level,Perceived Addiction Level,Concurrent Activity,Internet Connection Type,Age Band (yrs),Economic Group
334,335,45,Female,Pakistan,YouTube,263,18,ASMR,3,48,Night,3,7,Boredom,Smartphone,5,5,At work,Mobile Data,45-54 (Older Adults),Developing
335,336,47,Female,India,Instagram,280,13,Trends,16,1,Afternoon,5,5,Boredom,Tablet,7,3,Commuting,Mobile Data,45-54 (Older Adults),Developing
336,337,46,Male,Brazil,Instagram,132,12,ASMR,6,49,Night,3,7,Procrastination,Tablet,5,5,At school,Mobile Data,45-54 (Older Adults),Developing
337,338,63,Male,India,Instagram,153,17,Gaming,15,26,Evening,6,4,Entertainment,Tablet,8,2,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
338,339,23,Female,United States,Instagram,266,4,Life Hacks,15,8,Night,3,7,Boredom,Smartphone,5,5,At home,Wi-Fi,18-24 (Youth),Developed
339,340,52,Male,India,TikTok,153,10,Gaming,29,16,Evening,6,4,Habit,Smartphone,8,2,At school,Mobile Data,45-54 (Older Adults),Developing
340,341,58,Male,India,TikTok,268,11,Life Hacks,16,38,Morning,8,2,Boredom,Computer,10,0,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
341,342,54,Other,Vietnam,YouTube,56,6,Entertainment,20,10,Morning,8,2,Entertainment,Tablet,10,0,At school,Mobile Data,45-54 (Older Adults),Developing
342,343,41,Female,India,Facebook,22,6,ASMR,13,42,Morning,8,2,Habit,Computer,10,0,Commuting,Mobile Data,35-44 (Mid Adults),Developing
343,344,46,Male,India,Facebook,217,9,Vlogs,12,37,Evening,6,4,Entertainment,Smartphone,8,2,At school,Wi-Fi,45-54 (Older Adults),Developing
344,345,63,Female,Brazil,YouTube,244,15,Entertainment,10,26,Evening,6,4,Boredom,Smartphone,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
345,346,48,Female,United States,Facebook,158,2,ASMR,14,28,Night,3,7,Boredom,Computer,5,5,At home,Wi-Fi,45-54 (Older Adults),Developed
346,347,52,Male,India,YouTube,164,4,Life Hacks,2,12,Evening,6,4,Habit,Smartphone,8,2,At school,Wi-Fi,45-54 (Older Adults),Developing
347,348,50,Other,Indonesia,TikTok,175,5,Comedy,29,20,Evening,6,4,Boredom,Tablet,8,2,At school,Mobile Data,45-54 (Older Adults),Developing
348,349,38,Female,United States,Instagram,99,17,Life Hacks,3,49,Morning,8,2,Boredom,Smartphone,10,0,At work,Wi-Fi,35-44 (Mid Adults),Developed
349,350,49,Male,India,Instagram,195,8,Life Hacks,9,14,Night,3,7,Entertainment,Smartphone,5,5,At school,Mobile Data,45-54 (Older Adults),Developing
350,351,40,Male,Vietnam,TikTok,183,8,Comedy,11,46,Morning,8,2,Habit,Tablet,10,0,At home,Wi-Fi,35-44 (Mid Adults),Developing
351,352,50,Male,Brazil,Instagram,226,12,Entertainment,11,35,Evening,6,4,Habit,Smartphone,8,2,At home,Wi-Fi,45-54 (Older Adults),Developing
352,353,20,Other,Germany,Instagram,273,8,Jokes/Memes,25,29,Afternoon,5,5,Habit,Tablet,7,3,At work,Mobile Data,18-24 (Youth),Developed
353,354,35,Female,Pakistan,Facebook,106,19,Trends,22,12,Night,3,7,Habit,Computer,5,5,At work,Mobile Data,35-44 (Mid Adults),Developing
354,355,42,Female,Japan,TikTok,126,3,Trends,10,18,Night,3,7,Boredom,Smartphone,5,5,At school,Wi-Fi,35-44 (Mid Adults),Developed
355,356,59,Male,Philippines,Facebook,208,18,Jokes/Memes,26,44,Night,3,7,Boredom,Smartphone,5,5,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
356,357,48,Female,Philippines,Facebook,30,19,Entertainment,14,2,Evening,6,4,Entertainment,Smartphone,8,2,At home,Mobile Data,45-54 (Older Adults),Developing
357,358,20,Other,Japan,Instagram,209,19,Pranks,9,2,Morning,8,2,Habit,Smartphone,10,0,At home,Mobile Data,18-24 (Youth),Developed
358,359,57,Male,Japan,Instagram,257,15,Trends,20,17,Night,3,7,Entertainment,Tablet,5,5,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
359,360,63,Male,India,TikTok,285,6,Jokes/Memes,27,10,Evening,6,4,Boredom,Computer,8,2,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
360,361,41,Male,India,Instagram,273,16,Jokes/Memes,21,18,Evening,6,4,Habit,Smartphone,8,2,At home,Mobile Data,35-44 (Mid Adults),Developing
361,362,49,Other,Brazil,Instagram,67,8,Trends,10,22,Afternoon,5,5,Entertainment,Tablet,7,3,At work,Mobile Data,45-54 (Older Adults),Developing
362,363,64,Male,United States,TikTok,40,16,Jokes/Memes,22,19,Evening,6,4,Procrastination,Smartphone,8,2,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
363,364,39,Female,India,Instagram,258,18,Jokes/Memes,29,1,Morning,8,2,Entertainment,Smartphone,10,0,At school,Mobile Data,35-44 (Mid Adults),Developing
364,365,40,Female,India,Facebook,102,16,Trends,9,24,Evening,6,4,Boredom,Smartphone,8,2,At work,Wi-Fi,35-44 (Mid Adults),Developing
365,366,19,Male,Pakistan,TikTok,274,11,Entertainment,29,36,Afternoon,5,5,Boredom,Smartphone,7,3,At work,Mobile Data,18-24 (Youth),Developing
366,367,44,Male,Indonesia,Instagram,280,7,Gaming,5,25,Night,3,7,Procrastination,Tablet,5,5,At home,Mobile Data,35-44 (Mid Adults),Developing
367,368,59,Male,Philippines,YouTube,103,17,Jokes/Memes,8,36,Night,3,7,Boredom,Smartphone,5,5,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
368,369,19,Female,Brazil,TikTok,163,17,Jokes/Memes,11,31,Night,3,7,Habit,Smartphone,5,5,Commuting,Mobile Data,18-24 (Youth),Developing
369,370,43,Male,Japan,TikTok,294,12,Gaming,1,31,Evening,6,4,Entertainment,Tablet,8,2,At work,Wi-Fi,35-44 (Mid Adults),Developed
370,371,34,Male,India,YouTube,89,13,Gaming,21,2,Evening,6,4,Entertainment,Smartphone,8,2,At home,Mobile Data,25-44 (Young Adults),Developing
371,372,57,Female,Germany,Instagram,93,10,Life Hacks,10,19,Afternoon,5,5,Habit,Tablet,7,3,At home,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
372,373,50,Male,Brazil,Instagram,46,7,Entertainment,1,12,Evening,6,4,Boredom,Computer,8,2,Commuting,Mobile Data,45-54 (Older Adults),Developing
373,374,26,Female,Mexico,TikTok,241,14,Pranks,26,10,Morning,8,2,Habit,Tablet,10,0,At home,Mobile Data,25-44 (Young Adults),Developing
374,375,60,Other,Vietnam,TikTok,102,1,Gaming,22,31,Night,3,7,Boredom,Smartphone,5,5,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
375,376,56,Female,India,Instagram,111,17,Jokes/Memes,7,45,Morning,8,2,Entertainment,Smartphone,10,0,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
376,377,46,Other,United States,Instagram,175,4,Pranks,28,22,Afternoon,5,5,Entertainment,Smartphone,7,3,At school,Mobile Data,45-54 (Older Adults),Developed
377,378,59,Female,Pakistan,Facebook,168,5,Pranks,14,23,Night,3,7,Habit,Tablet,5,5,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
378,379,43,Female,Indonesia,TikTok,23,7,Jokes/Memes,5,23,Morning,8,2,Habit,Smartphone,10,0,At school,Mobile Data,35-44 (Mid Adults),Developing
379,380,52,Other,Pakistan,TikTok,234,10,Jokes/Memes,17,15,Afternoon,5,5,Habit,Tablet,7,3,At school,Mobile Data,45-54 (Older Adults),Developing
380,381,42,Male,Brazil,YouTube,82,17,Gaming,22,26,Evening,6,4,Habit,Computer,8,2,At home,Wi-Fi,35-44 (Mid Adults),Developing
381,382,41,Male,Philippines,Facebook,258,7,Gaming,26,3,Evening,6,4,Entertainment,Tablet,8,2,At work,Wi-Fi,35-44 (Mid Adults),Developing
382,383,30,Male,United States,Instagram,100,1,Jokes/Memes,21,23,Evening,6,4,Habit,Tablet,8,2,At work,Mobile Data,25-44 (Young Adults),Developed
383,384,24,Male,Mexico,Facebook,225,7,ASMR,6,20,Afternoon,5,5,Habit,Smartphone,7,3,At home,Mobile Data,18-24 (Youth),Developing
384,385,53,Female,United States,Instagram,99,11,ASMR,16,45,Afternoon,5,5,Entertainment,Tablet,7,3,At work,Mobile Data,45-54 (Older Adults),Developed
385,386,62,Male,India,Instagram,38,9,Trends,11,40,Evening,6,4,Entertainment,Smartphone,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
386,387,37,Female,United States,Facebook,229,12,Life Hacks,10,39,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,35-44 (Mid Adults),Developed
387,388,18,Male,India,TikTok,224,3,Entertainment,15,8,Night,3,7,Boredom,Smartphone,5,5,At home,Wi-Fi,18-24 (Youth),Developing
388,389,25,Male,Japan,Instagram,230,4,Gaming,7,18,Night,3,7,Procrastination,Smartphone,5,5,At work,Mobile Data,25-44 (Young Adults),Developed
389,390,63,Male,Mexico,Facebook,51,4,ASMR,23,41,Night,3,7,Procrastination,Tablet,5,5,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
390,391,33,Male,India,YouTube,144,13,Life Hacks,2,6,Evening,6,4,Habit,Computer,8,2,At work,Mobile Data,25-44 (Young Adults),Developing
391,392,31,Female,Germany,Facebook,51,19,Pranks,12,27,Evening,6,4,Boredom,Tablet,8,2,At home,Wi-Fi,25-44 (Young Adults),Developed
392,393,29,Male,Indonesia,YouTube,173,10,Jokes/Memes,19,36,Night,3,7,Boredom,Smartphone,5,5,At home,Mobile Data,25-44 (Young Adults),Developing
393,394,40,Male,Japan,Instagram,292,5,Vlogs,12,15,Evening,6,4,Boredom,Computer,8,2,Commuting,Wi-Fi,35-44 (Mid Adults),Developed
394,395,32,Male,Brazil,Facebook,67,7,Jokes/Memes,16,37,Night,3,7,Habit,Computer,5,5,At home,Mobile Data,25-44 (Young Adults),Developing
395,396,45,Other,United States,Facebook,34,16,Pranks,6,5,Evening,6,4,Boredom,Smartphone,8,2,At home,Wi-Fi,45-54 (Older Adults),Developed
396,397,51,Female,Philippines,YouTube,82,1,Life Hacks,3,39,Night,3,7,Habit,Smartphone,5,5,At home,Mobile Data,45-54 (Older Adults),Developing
397,398,19,Other,India,Facebook,138,12,Entertainment,2,9,Night,3,7,Habit,Tablet,5,5,At home,Mobile Data,18-24 (Youth),Developing
398,399,49,Other,Vietnam,Facebook,96,2,Vlogs,20,7,Morning,8,2,Habit,Computer,10,0,At home,Wi-Fi,45-54 (Older Adults),Developing
399,400,40,Male,India,Instagram,162,7,Gaming,5,41,Morning,8,2,Habit,Tablet,10,0,At home,Mobile Data,35-44 (Mid Adults),Developing
400,401,39,Male,Vietnam,Facebook,191,11,Vlogs,11,20,Afternoon,5,5,Procrastination,Computer,7,3,At home,Mobile Data,35-44 (Mid Adults),Developing
401,402,42,Female,United States,TikTok,134,13,Life Hacks,26,10,Afternoon,5,5,Boredom,Smartphone,7,3,At work,Mobile Data,35-44 (Mid Adults),Developed
402,403,39,Female,Vietnam,YouTube,76,2,Gaming,25,26,Afternoon,5,5,Boredom,Smartphone,7,3,At school,Mobile Data,35-44 (Mid Adults),Developing
403,404,39,Female,Germany,Facebook,15,7,Vlogs,3,4,Afternoon,5,5,Procrastination,Smartphone,7,3,At home,Mobile Data,35-44 (Mid Adults),Developed
404,405,59,Male,United States,YouTube,134,15,Entertainment,3,38,Evening,6,4,Boredom,Tablet,8,2,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
405,406,23,Male,Mexico,YouTube,62,11,Pranks,22,24,Morning,8,2,Boredom,Tablet,10,0,At school,Mobile Data,18-24 (Youth),Developing
406,407,32,Female,Indonesia,YouTube,75,2,Life Hacks,5,14,Evening,6,4,Procrastination,Tablet,8,2,At home,Mobile Data,25-44 (Young Adults),Developing
407,408,60,Male,Mexico,Facebook,91,7,Entertainment,22,41,Night,3,7,Habit,Computer,5,5,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
408,409,54,Male,India,Facebook,96,4,Entertainment,23,1,Evening,6,4,Boredom,Smartphone,8,2,At work,Mobile Data,45-54 (Older Adults),Developing
409,410,50,Other,India,YouTube,11,11,Jokes/Memes,11,17,Night,3,7,Procrastination,Tablet,5,5,At work,Mobile Data,45-54 (Older Adults),Developing
410,411,25,Male,Indonesia,TikTok,213,2,Jokes/Memes,3,45,Night,3,7,Habit,Computer,5,5,At home,Mobile Data,25-44 (Young Adults),Developing
411,412,61,Male,Vietnam,YouTube,159,16,Vlogs,13,24,Morning,8,2,Entertainment,Smartphone,10,0,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
412,413,61,Male,Philippines,TikTok,112,7,Trends,21,27,Afternoon,5,5,Entertainment,Smartphone,7,3,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
413,414,22,Female,Pakistan,YouTube,33,13,ASMR,8,7,Evening,6,4,Habit,Smartphone,8,2,At home,Mobile Data,18-24 (Youth),Developing
414,415,56,Male,India,Instagram,221,5,Gaming,20,9,Morning,8,2,Boredom,Tablet,10,0,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
415,416,21,Female,Indonesia,YouTube,74,17,ASMR,10,43,Night,3,7,Boredom,Smartphone,5,5,Commuting,Mobile Data,18-24 (Youth),Developing
416,417,23,Female,Indonesia,YouTube,218,12,ASMR,2,35,Evening,6,4,Habit,Smartphone,8,2,At school,Mobile Data,18-24 (Youth),Developing
417,418,62,Male,India,Facebook,260,19,Jokes/Memes,4,12,Afternoon,5,5,Boredom,Smartphone,7,3,Commuting,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
418,419,49,Male,Brazil,TikTok,126,7,Life Hacks,18,21,Night,3,7,Habit,Smartphone,5,5,Commuting,Wi-Fi,45-54 (Older Adults),Developing
419,420,47,Male,Vietnam,Instagram,125,6,Vlogs,19,3,Morning,8,2,Habit,Smartphone,10,0,At school,Wi-Fi,45-54 (Older Adults),Developing
420,421,64,Male,India,TikTok,246,8,Entertainment,4,15,Evening,6,4,Boredom,Smartphone,8,2,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
421,422,52,Male,Indonesia,Instagram,114,13,Gaming,20,21,Morning,8,2,Boredom,Tablet,10,0,Commuting,Wi-Fi,45-54 (Older Adults),Developing
422,423,57,Male,India,YouTube,268,5,Pranks,26,10,Night,3,7,Entertainment,Tablet,5,5,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
423,424,33,Male,India,Facebook,55,2,Jokes/Memes,9,33,Evening,6,4,Procrastination,Smartphone,8,2,At work,Mobile Data,25-44 (Young Adults),Developing
424,425,30,Male,India,Facebook,225,9,Comedy,16,46,Evening,6,4,Habit,Smartphone,8,2,At work,Mobile Data,25-44 (Young Adults),Developing
425,426,59,Female,Brazil,TikTok,33,11,Pranks,26,6,Night,3,7,Boredom,Smartphone,5,5,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
426,427,47,Male,United States,Facebook,44,6,ASMR,6,2,Evening,6,4,Habit,Computer,8,2,At home,Wi-Fi,45-54 (Older Adults),Developed
427,428,36,Male,Mexico,TikTok,33,7,Trends,25,29,Evening,6,4,Entertainment,Smartphone,8,2,Commuting,Wi-Fi,35-44 (Mid Adults),Developing
428,429,34,Male,Indonesia,TikTok,37,7,Vlogs,4,40,Evening,6,4,Boredom,Computer,8,2,At work,Wi-Fi,25-44 (Young Adults),Developing
429,430,36,Female,Vietnam,Instagram,25,19,Pranks,9,33,Evening,6,4,Habit,Smartphone,8,2,At work,Mobile Data,35-44 (Mid Adults),Developing
430,431,45,Male,Pakistan,TikTok,68,6,Trends,27,4,Night,3,7,Boredom,Smartphone,5,5,At home,Wi-Fi,45-54 (Older Adults),Developing
431,432,43,Female,United States,Instagram,252,11,Comedy,13,4,Evening,6,4,Boredom,Smartphone,8,2,At home,Mobile Data,35-44 (Mid Adults),Developed
432,433,54,Female,United States,Facebook,216,11,Gaming,9,29,Afternoon,5,5,Habit,Smartphone,7,3,At work,Wi-Fi,45-54 (Older Adults),Developed
433,434,43,Male,Philippines,TikTok,280,7,Comedy,6,37,Night,3,7,Entertainment,Tablet,5,5,At work,Wi-Fi,35-44 (Mid Adults),Developing
434,435,40,Other,Philippines,TikTok,258,2,Life Hacks,21,20,Evening,6,4,Habit,Smartphone,8,2,At home,Wi-Fi,35-44 (Mid Adults),Developing
435,436,26,Other,Japan,YouTube,276,19,Vlogs,19,41,Morning,8,2,Boredom,Tablet,10,0,At home,Wi-Fi,25-44 (Young Adults),Developed
436,437,29,Female,Brazil,TikTok,202,4,Trends,14,23,Night,3,7,Boredom,Smartphone,5,5,At school,Mobile Data,25-44 (Young Adults),Developing
437,438,18,Female,Pakistan,TikTok,227,6,Pranks,21,45,Afternoon,6,4,Entertainment,Tablet,8,2,At school,Wi-Fi,18-24 (Youth),Developing
438,439,18,Male,Japan,YouTube,124,17,ASMR,15,18,Evening,7,3,Habit,Smartphone,9,1,At work,Mobile Data,18-24 (Youth),Developed
439,440,64,Male,Brazil,YouTube,77,5,Jokes/Memes,3,49,Night,2,8,Entertainment,Smartphone,4,6,At school,Wi-Fi,55-64 (Seniors/Pre-retirement),Developing
440,441,51,Female,Vietnam,Facebook,84,7,Entertainment,5,25,Night,2,8,Entertainment,Smartphone,4,6,At work,Mobile Data,45-54 (Older Adults),Developing
441,442,49,Male,India,TikTok,112,9,Vlogs,21,1,Evening,7,3,Boredom,Smartphone,9,1,At school,Mobile Data,45-54 (Older Adults),Developing
442,443,42,Male,Vietnam,Facebook,187,1,Pranks,18,15,Morning,9,1,Habit,Smartphone,10,0,At work,Mobile Data,35-44 (Mid Adults),Developing
443,444,57,Male,Mexico,Facebook,224,1,Life Hacks,14,34,Evening,7,3,Boredom,Smartphone,9,1,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
444,445,62,Male,United States,YouTube,48,19,Life Hacks,16,48,Evening,7,3,Boredom,Tablet,9,1,At school,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
445,446,18,Male,India,Instagram,268,6,Life Hacks,14,20,Night,2,8,Entertainment,Smartphone,4,6,At work,Mobile Data,18-24 (Youth),Developing
446,447,33,Female,Philippines,Facebook,213,18,Gaming,9,37,Morning,9,1,Entertainment,Smartphone,10,0,At home,Wi-Fi,25-44 (Young Adults),Developing
447,448,56,Male,Brazil,Instagram,16,10,Vlogs,15,27,Evening,7,3,Boredom,Smartphone,9,1,Commuting,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
448,449,22,Male,Vietnam,TikTok,58,11,Trends,7,22,Night,2,8,Boredom,Tablet,4,6,At school,Mobile Data,18-24 (Youth),Developing
449,450,39,Female,India,YouTube,35,1,Entertainment,14,5,Evening,7,3,Boredom,Smartphone,9,1,At home,Mobile Data,35-44 (Mid Adults),Developing
450,451,46,Other,Mexico,TikTok,170,1,Jokes/Memes,6,34,Afternoon,6,4,Habit,Smartphone,8,2,At school,Mobile Data,45-54 (Older Adults),Developing
451,452,20,Male,Indonesia,TikTok,185,13,Entertainment,21,39,Evening,7,3,Boredom,Smartphone,9,1,At work,Mobile Data,18-24 (Youth),Developing
452,453,29,Male,United States,YouTube,88,5,Entertainment,15,3,Evening,7,3,Entertainment,Computer,9,1,At work,Wi-Fi,25-44 (Young Adults),Developed
453,454,43,Male,United States,TikTok,11,1,Vlogs,20,17,Evening,7,3,Boredom,Tablet,9,1,At home,Wi-Fi,35-44 (Mid Adults),Developed
454,455,33,Male,Mexico,YouTube,141,3,Entertainment,8,24,Night,2,8,Entertainment,Smartphone,4,6,At home,Mobile Data,25-44 (Young Adults),Developing
455,456,54,Other,Mexico,Instagram,285,18,Trends,2,24,Afternoon,6,4,Entertainment,Tablet,8,2,Commuting,Mobile Data,45-54 (Older Adults),Developing
456,457,39,Other,Vietnam,TikTok,126,9,Jokes/Memes,8,3,Evening,7,3,Boredom,Smartphone,9,1,At school,Mobile Data,35-44 (Mid Adults),Developing
457,458,46,Male,India,YouTube,173,14,Trends,1,45,Evening,7,3,Entertainment,Tablet,9,1,At home,Mobile Data,45-54 (Older Adults),Developing
458,459,31,Female,Japan,Facebook,297,17,Vlogs,26,7,Afternoon,6,4,Boredom,Tablet,8,2,At work,Mobile Data,25-44 (Young Adults),Developed
459,460,45,Male,United States,TikTok,37,14,Entertainment,17,25,Afternoon,6,4,Habit,Tablet,8,2,At work,Mobile Data,45-54 (Older Adults),Developed
460,461,22,Female,United States,Instagram,10,4,Vlogs,19,3,Afternoon,6,4,Procrastination,Tablet,8,2,At home,Wi-Fi,18-24 (Youth),Developed
461,462,64,Male,Indonesia,YouTube,197,5,Life Hacks,5,15,Afternoon,6,4,Boredom,Smartphone,8,2,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
462,463,47,Female,Indonesia,TikTok,65,17,Jokes/Memes,22,29,Morning,9,1,Procrastination,Tablet,10,0,At home,Wi-Fi,45-54 (Older Adults),Developing
463,464,63,Male,India,TikTok,44,2,Life Hacks,20,29,Afternoon,6,4,Entertainment,Smartphone,8,2,At work,Mobile Data,55-64 (Seniors/Pre-retirement),Developing
464,465,22,Male,Mexico,TikTok,121,5,Jokes/Memes,16,10,Night,2,8,Habit,Tablet,4,6,At work,Mobile Data,18-24 (Youth),Developing
465,466,29,Female,Brazil,Instagram,295,4,ASMR,7,32,Evening,7,3,Habit,Smartphone,9,1,At home,Wi-Fi,25-44 (Young Adults),Developing
466,467,33,Female,India,YouTube,45,4,Trends,7,23,Afternoon,6,4,Entertainment,Smartphone,8,2,Commuting,Wi-Fi,25-44 (Young Adults),Developing
467,468,43,Male,United States,Facebook,226,6,Vlogs,18,39,Evening,7,3,Procrastination,Smartphone,9,1,At school,Wi-Fi,35-44 (Mid Adults),Developed
468,469,43,Female,Vietnam,Facebook,89,13,Life Hacks,18,9,Morning,9,1,Boredom,Smartphone,10,0,At work,Mobile Data,35-44 (Mid Adults),Developing
469,470,38,Male,Indonesia,Facebook,92,5,Vlogs,2,37,Night,2,8,Entertainment,Smartphone,4,6,At school,Wi-Fi,35-44 (Mid Adults),Developing
470,471,56,Other,United States,YouTube,74,7,Jokes/Memes,15,40,Morning,9,1,Habit,Smartphone,10,0,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
471,472,53,Female,India,Facebook,137,1,Gaming,14,14,Night,2,8,Entertainment,Tablet,4,6,At home,Mobile Data,45-54 (Older Adults),Developing
472,473,50,Other,Philippines,Instagram,31,14,Comedy,18,4,Night,2,8,Habit,Tablet,4,6,At work,Mobile Data,45-54 (Older Adults),Developing
473,474,47,Male,United States,YouTube,225,4,Jokes/Memes,29,20,Afternoon,6,4,Habit,Smartphone,8,2,At work,Mobile Data,45-54 (Older Adults),Developed
474,475,54,Male,India,TikTok,116,17,Life Hacks,9,28,Morning,9,1,Boredom,Smartphone,10,0,Commuting,Wi-Fi,45-54 (Older Adults),Developing
475,476,40,Male,Brazil,Instagram,118,14,Comedy,14,14,Night,2,8,Entertainment,Smartphone,4,6,At home,Wi-Fi,35-44 (Mid Adults),Developing
476,477,27,Female,India,TikTok,190,16,Life Hacks,5,44,Morning,9,1,Habit,Smartphone,10,0,At school,Mobile Data,25-44 (Young Adults),Developing
477,478,22,Male,Philippines,Facebook,173,14,Gaming,11,34,Afternoon,6,4,Procrastination,Computer,8,2,At home,Mobile Data,18-24 (Youth),Developing
478,479,53,Male,India,Instagram,77,16,Entertainment,8,13,Evening,7,3,Entertainment,Smartphone,9,1,At home,Mobile Data,45-54 (Older Adults),Developing
479,480,51,Female,Japan,YouTube,189,8,Trends,5,31,Evening,7,3,Entertainment,Smartphone,9,1,Commuting,Wi-Fi,45-54 (Older Adults),Developed
480,481,48,Other,United States,Instagram,190,3,Pranks,29,33,Night,2,8,Entertainment,Smartphone,4,6,At home,Wi-Fi,45-54 (Older Adults),Developed
481,482,27,Female,India,TikTok,178,19,Jokes/Memes,11,39,Morning,9,1,Procrastination,Smartphone,10,0,Commuting,Wi-Fi,25-44 (Young Adults),Developing
482,483,36,Male,Germany,YouTube,31,1,Life Hacks,5,28,Night,2,8,Boredom,Tablet,4,6,At home,Wi-Fi,35-44 (Mid Adults),Developed
483,484,49,Female,Japan,Instagram,75,2,Comedy,17,25,Afternoon,6,4,Habit,Tablet,8,2,At home,Mobile Data,45-54 (Older Adults),Developed
484,485,18,Male,Japan,Instagram,30,15,Trends,22,32,Evening,7,3,Habit,Smartphone,9,1,At home,Mobile Data,18-24 (Youth),Developed
485,486,22,Female,India,Instagram,109,10,Trends,4,9,Evening,7,3,Boredom,Tablet,9,1,At home,Mobile Data,18-24 (Youth),Developing
486,487,62,Male,Germany,Instagram,112,18,Life Hacks,15,28,Night,2,8,Entertainment,Tablet,4,6,At work,Wi-Fi,55-64 (Seniors/Pre-retirement),Developed
487,488,21,Other,India,YouTube,56,14,Life Hacks,19,31,Afternoon,6,4,Boredom,Smartphone,8,2,At work,Wi-Fi,18-24 (Youth),Developing
488,489,33,Male,United States,TikTok,48,17,Gaming,22,17,Evening,7,3,Boredom,Smartphone,9,1,At home,Wi-Fi,25-44 (Young Adults),Developed
489,490,41,Female,Brazil,Instagram,294,13,Pranks,2,23,Evening,7,3,Entertainment,Computer,9,1,Commuting,Mobile Data,35-44 (Mid Adults),Developing
490,491,33,Female,Pakistan,YouTube,99,1,Vlogs,24,13,Evening,7,3,Entertainment,Tablet,9,1,At home,Wi-Fi,25-44 (Young Adults),Developing
491,492,19,Male,United States,TikTok,94,5,Jokes/Memes,17,10,Evening,7,3,Habit,Smartphone,9,1,At work,Mobile Data,18-24 (Youth),Developed
492,493,45,Female,India,Instagram,282,13,ASMR,12,16,Night,2,8,Boredom,Tablet,4,6,At home,Mobile Data,45-54 (Older Adults),Developing
493,494,49,Male,Brazil,TikTok,197,14,Entertainment,25,6,Night,2,8,Habit,Tablet,4,6,At home,Mobile Data,45-54 (Older Adults),Developing
494,495,44,Male,Indonesia,TikTok,168,3,Gaming,24,48,Afternoon,6,4,Procrastination,Computer,8,2,At school,Mobile Data,35-44 (Mid Adults),Developing
495,496,37,Male,India,YouTube,252,15,Jokes/Memes,17,11,Night,2,8,Procrastination,Smartphone,4,6,At work,Mobile Data,35-44 (Mid Adults),Developing
496,497,41,Female,Indonesia,TikTok,82,19,Vlogs,10,3,Night,2,8,Entertainment,Tablet,4,6,At home,Mobile Data,35-44 (Mid Adults),Developing
497,498,29,Female,Germany,YouTube,58,17,Entertainment,28,28,Night,2,8,Entertainment,Tablet,4,6,At home,Mobile Data,25-44 (Young Adults),Developed
498,499,52,Male,Indonesia,Instagram,110,3,Gaming,25,41,Morning,9,1,Entertainment,Computer,10,0,At work,Mobile Data,45-54 (Older Adults),Developing
499,500,50,Female,Vietnam,TikTok,11,16,Jokes/Memes,18,15,Morning,9,1,Boredom,Tablet,10,0,At home,Wi-Fi,45-54 (Older Adults),Developing
500,501,50,Male,United States,TikTok,253,14,Vlogs,19,13,Night,2,8,Habit,Tablet,4,6,At home,Wi-Fi,45-54 (Older Adults),Developed
501,502,60,Other,United States,Facebook,185,12,Vlogs,18,42,Morning,9,1,Entertainment,Tablet,10,0,At home,Mobile Data,55-64 (Seniors/Pre-retirement),Developed
502,503,54,Male,Pakistan,Instagram,247,12,Jokes/Memes,13,45,Evening,7,3,Entertainment,Tablet,9,1,At home,Mobile Data,45-54 (Older Adults),Developing
